Episode,Worker_ID,Start,Goal,Collision,Win,Over_Step,Over_Map,Epsilon,AccumReward
234,3,[[ 3.  11.   0.1]],[[ -1.  -10.    0.1]],0,1,0,0,0.09550000000000536,78.42983079446708
235,3,[[-2.  11.   0.1]],[[  1.  -11.    0.1]],1,0,0,0,0.09550000000000536,-34.88860864613144
236,0,[[-2.  11.   0.1]],[[ -2.  -11.    0.1]],0,1,0,0,0.09550000000000536,98.97123363064809
237,2,[[ 0.  11.   0.1]],[[  1.  -10.    0.1]],0,1,0,0,0.09550000000000536,123.63838566484677
238,1,[[-1.  11.   0.1]],[[ -2.  -10.    0.1]],0,1,0,0,0.09550000000000536,126.18405712837462
239,3,[[ 3.  11.   0.1]],[[ -1.  -10.    0.1]],1,0,0,0,0.09550000000000536,-19.137322879003328
240,2,[[ 1.  11.   0.1]],[[ -1.  -10.    0.1]],1,0,0,0,0.09550000000000536,-22.76277795185624
241,1,[[ 0.  11.   0.1]],[[  2.  -10.    0.1]],0,1,0,0,0.09550000000000536,125.43012143300656
242,3,[[ 2.  11.   0.1]],[[ -2.  -10.    0.1]],0,1,0,0,0.09550000000000536,127.76033742151846
243,2,[[-4.  11.   0.1]],[[  2.  -10.    0.1]],0,1,0,0,0.09550000000000536,93.66023198929231
244,0,[[-1.  11.   0.1]],[[  0.  -10.    0.1]],1,0,0,0,0.09550000000000536,-466.1013665764184
245,1,[[ 0.  11.   0.1]],[[ -2.  -10.    0.1]],0,1,0,0,0.09550000000000536,129.73736380517306
246,3,[[-4.  11.   0.1]],[[  0.  -11.    0.1]],0,1,0,0,0.09550000000000536,134.78803478895315
247,2,[[-1.  11.   0.1]],[[ -1.  -11.    0.1]],0,1,0,0,0.09550000000000536,124.98395672471432
248,0,[[ 1.  11.   0.1]],[[ -1.  -10.    0.1]],0,1,0,0,0.09550000000000536,111.18754484618749
249,1,[[ 0.  11.   0.1]],[[ -2.  -10.    0.1]],0,1,0,0,0.09550000000000536,118.05578003540649
250,3,[[ 3.  11.   0.1]],[[  2.  -10.    0.1]],0,1,0,0,0.09550000000000536,114.4136422771256
251,2,[[ 3.  11.   0.1]],[[  0.  -11.    0.1]],1,0,0,0,0.09550000000000536,2.2594120954183836
252,0,[[ 3.  11.   0.1]],[[  1.  -11.    0.1]],0,1,0,0,0.09550000000000536,105.3731756299178
253,0,[[-2.  11.   0.1]],[[  2.  -10.    0.1]],1,0,0,0,0.09550000000000536,-69.9246672412177
254,1,[[-1.  11.   0.1]],[[  2.  -11.    0.1]],0,1,0,0,0.09550000000000536,89.48465989621039
255,3,[[-2.  11.   0.1]],[[  2.  -10.    0.1]],0,1,0,0,0.09550000000000536,121.60723623225016
256,2,[[-3.  11.   0.1]],[[  1.  -11.    0.1]],1,0,0,0,0.09550000000000536,-200.97032185729046
257,0,[[-2.  11.   0.1]],[[ -2.  -10.    0.1]],0,1,0,0,0.09550000000000536,103.56988303846526
258,1,[[-2.  11.   0.1]],[[  2.  -10.    0.1]],0,1,0,0,0.09550000000000536,80.4813132705474
259,3,[[-2.  11.   0.1]],[[ -1.  -10.    0.1]],0,1,0,0,0.09550000000000536,141.72545475768626
260,2,[[ 4.  11.   0.1]],[[  1.  -10.    0.1]],0,1,0,0,0.09550000000000536,106.03975761014854
261,0,[[ 3.  11.   0.1]],[[  1.  -10.    0.1]],0,1,0,0,0.09550000000000536,114.94446154150313
262,1,[[ 2.  11.   0.1]],[[  0.  -11.    0.1]],1,0,0,0,0.09550000000000536,-207.96560202635916
263,0,[[-2.  11.   0.1]],[[  0.  -10.    0.1]],1,0,0,0,0.09550000000000536,-20.44447235598307
264,3,[[ 1.  11.   0.1]],[[ -1.  -11.    0.1]],0,1,0,0,0.09550000000000536,107.28355639292761
265,2,[[-2.  11.   0.1]],[[  1.  -11.    0.1]],0,1,0,0,0.09550000000000536,126.30794129934591
266,0,[[ 3.  11.   0.1]],[[  2.  -10.    0.1]],0,0,0,1,0.09550000000000536,-5.595854250487186
267,2,[[ 4.  11.   0.1]],[[  1.  -11.    0.1]],0,0,0,1,0.09550000000000536,-14.050453923485431
268,1,[[ 2.  11.   0.1]],[[  0.  -10.    0.1]],0,1,0,0,0.09550000000000536,112.71521480454587
269,2,[[ 3.  11.   0.1]],[[  1.  -10.    0.1]],1,0,0,0,0.09550000000000536,-0.7048866335643105
270,3,[[ 1.  11.   0.1]],[[ -2.  -11.    0.1]],0,1,0,0,0.09550000000000536,120.07390783825275
271,0,[[ 1.  11.   0.1]],[[  0.  -10.    0.1]],0,1,0,0,0.09550000000000536,107.88102660383822
272,1,[[ 0.  11.   0.1]],[[  0.  -10.    0.1]],1,0,0,0,0.09550000000000536,11.739831280541928
273,1,[[-3.  11.   0.1]],[[ -2.  -11.    0.1]],1,0,0,0,0.09550000000000536,-30.783545260478665
274,2,[[-2.  11.   0.1]],[[  0.  -10.    0.1]],0,1,0,0,0.09550000000000536,130.13400061871522
275,3,[[ 3.  11.   0.1]],[[  2.  -11.    0.1]],0,1,0,0,0.09550000000000536,118.82027374982351
276,0,[[-1.  11.   0.1]],[[  0.  -11.    0.1]],0,1,0,0,0.09550000000000536,106.2728214649243
277,3,[[ 1.  11.   0.1]],[[  2.  -11.    0.1]],0,0,0,1,0.09550000000000536,-8.40656059354347
278,1,[[-2.  11.   0.1]],[[  1.  -10.    0.1]],0,1,0,0,0.09550000000000536,95.00711792722501
279,2,[[-1.  11.   0.1]],[[  1.  -10.    0.1]],0,1,0,0,0.09550000000000536,114.20918874561522
280,1,[[-2.  11.   0.1]],[[ -2.  -11.    0.1]],1,0,0,0,0.09550000000000536,-23.457336252062806
281,2,[[-1.  11.   0.1]],[[  0.  -10.    0.1]],1,0,0,0,0.09550000000000536,-20.54080606036587
282,0,[[ 4.  11.   0.1]],[[ -2.  -11.    0.1]],0,1,0,0,0.09550000000000536,116.4916351343452
283,1,[[-4.  11.   0.1]],[[ -2.  -10.    0.1]],1,0,0,0,0.09550000000000536,-42.562888256792675
284,3,[[ 0.  11.   0.1]],[[ -1.  -10.    0.1]],0,1,0,0,0.09550000000000536,135.04162522903906
285,2,[[ 1.  11.   0.1]],[[ -1.  -10.    0.1]],0,1,0,0,0.09550000000000536,137.4000442024682
286,0,[[-2.  11.   0.1]],[[ -2.  -10.    0.1]],0,1,0,0,0.09550000000000536,122.1365389339688
287,1,[[ 2.  11.   0.1]],[[  0.  -10.    0.1]],0,1,0,0,0.09550000000000536,110.84716139685642
288,3,[[-2.  11.   0.1]],[[  1.  -11.    0.1]],0,1,0,0,0.09550000000000536,93.10635606257789
289,2,[[-3.  11.   0.1]],[[ -1.  -11.    0.1]],0,1,0,0,0.09550000000000536,86.52257606774336
290,1,[[ 2.  11.   0.1]],[[ -1.  -10.    0.1]],0,1,0,0,0.09550000000000536,104.29640844333902
291,0,[[ 4.  11.   0.1]],[[ -1.  -10.    0.1]],0,1,0,0,0.09550000000000536,93.30893665270816
292,3,[[-1.  11.   0.1]],[[ -2.  -11.    0.1]],0,1,0,0,0.09550000000000536,76.39415414925988
293,2,[[-1.  11.   0.1]],[[ -1.  -10.    0.1]],0,1,0,0,0.09550000000000536,114.83161330871597
294,0,[[ 1.  11.   0.1]],[[ -2.  -10.    0.1]],0,1,0,0,0.09550000000000536,124.54743170465429
295,1,[[-2.  11.   0.1]],[[  0.  -11.    0.1]],0,1,0,0,0.09550000000000536,132.1599030073401
296,3,[[ 2.  11.   0.1]],[[  0.  -11.    0.1]],0,1,0,0,0.09550000000000536,109.8683061717597
297,2,[[ 0.  11.   0.1]],[[  2.  -10.    0.1]],0,1,0,0,0.09550000000000536,125.94657374854296
298,1,[[ 2.  11.   0.1]],[[  0.  -10.    0.1]],0,1,0,0,0.09550000000000536,94.28240673079142
299,0,[[-1.  11.   0.1]],[[  1.  -11.    0.1]],0,1,0,0,0.09550000000000536,138.2337699390303
300,2,[[ 3.  11.   0.1]],[[ -1.  -10.    0.1]],0,1,0,0,0.09550000000000536,85.46453413411689
301,3,[[-1.  11.   0.1]],[[ -1.  -10.    0.1]],0,1,0,0,0.09550000000000536,91.97431378973113
302,1,[[ 3.  11.   0.1]],[[  2.  -11.    0.1]],0,1,0,0,0.09550000000000536,136.1223430328473
303,0,[[-3.  11.   0.1]],[[  1.  -10.    0.1]],0,1,0,0,0.09550000000000536,130.6640219496603
304,3,[[ 4.  11.   0.1]],[[ -2.  -11.    0.1]],0,1,0,0,0.09550000000000536,111.61700519199528
305,2,[[ 4.  11.   0.1]],[[  1.  -10.    0.1]],0,1,0,0,0.09550000000000536,71.22758554955848
306,1,[[-3.  11.   0.1]],[[ -1.  -11.    0.1]],0,1,0,0,0.09550000000000536,89.41692276303513
307,0,[[ 0.  11.   0.1]],[[ -1.  -11.    0.1]],0,1,0,0,0.09550000000000536,130.50566900835793
308,2,[[ 1.  11.   0.1]],[[  0.  -10.    0.1]],0,1,0,0,0.09550000000000536,121.84273875601542
309,3,[[-1.  11.   0.1]],[[  0.  -10.    0.1]],0,1,0,0,0.09550000000000536,115.11906600992529
310,1,[[-3.  11.   0.1]],[[  0.  -11.    0.1]],0,1,0,0,0.09550000000000536,114.60654117869329
311,0,[[ 3.  11.   0.1]],[[ -2.  -11.    0.1]],0,1,0,0,0.09550000000000536,138.2798179577696
312,2,[[ 2.  11.   0.1]],[[  2.  -11.    0.1]],0,1,0,0,0.09550000000000536,104.29055854996196
313,3,[[ 0.  11.   0.1]],[[  2.  -11.    0.1]],0,1,0,0,0.09550000000000536,107.93398412953312
314,1,[[-3.  11.   0.1]],[[ -1.  -10.    0.1]],0,1,0,0,0.09550000000000536,115.9972225574707
315,0,[[-4.  11.   0.1]],[[  0.  -11.    0.1]],0,1,0,0,0.09550000000000536,120.77424465624077
316,2,[[-3.  11.   0.1]],[[  2.  -11.    0.1]],0,1,0,0,0.09550000000000536,141.89172454423792
317,3,[[ 1.  11.   0.1]],[[ -2.  -11.    0.1]],0,1,0,0,0.09550000000000536,95.73217205771975
318,1,[[ 1.  11.   0.1]],[[  0.  -10.    0.1]],0,1,0,0,0.09550000000000536,128.6249797412416
319,0,[[ 0.  11.   0.1]],[[  2.  -10.    0.1]],0,1,0,0,0.09550000000000536,114.36369053218098
320,2,[[ 2.  11.   0.1]],[[  0.  -11.    0.1]],1,0,0,0,0.09550000000000536,-17.137117886253915
321,3,[[-2.  11.   0.1]],[[  0.  -11.    0.1]],0,1,0,0,0.09550000000000536,90.36049334286322
322,1,[[ 4.  11.   0.1]],[[ -2.  -11.    0.1]],0,1,0,0,0.09550000000000536,146.66753641004073
323,0,[[-3.  11.   0.1]],[[  1.  -10.    0.1]],0,1,0,0,0.09550000000000536,106.47630992170357
324,2,[[ 1.  11.   0.1]],[[  0.  -10.    0.1]],0,1,0,0,0.09550000000000536,108.47903439078007
325,3,[[ 1.  11.   0.1]],[[  0.  -10.    0.1]],1,0,0,0,0.09550000000000536,15.523811051569197
326,1,[[ 3.  11.   0.1]],[[  0.  -10.    0.1]],0,1,0,0,0.09550000000000536,118.60180195806896
327,0,[[-4.  11.   0.1]],[[ -1.  -11.    0.1]],0,1,0,0,0.09550000000000536,109.03027700966962
328,2,[[-3.  11.   0.1]],[[  1.  -11.    0.1]],0,1,0,0,0.09550000000000536,92.96630503010144
329,3,[[ 4.  11.   0.1]],[[ -2.  -10.    0.1]],0,1,0,0,0.09550000000000536,67.99756668828147
330,1,[[ 0.  11.   0.1]],[[ -1.  -11.    0.1]],0,1,0,0,0.09550000000000536,136.32664891991058
331,0,[[-3.  11.   0.1]],[[ -2.  -11.    0.1]],0,1,0,0,0.09550000000000536,115.40334858695181
332,2,[[ 3.  11.   0.1]],[[  2.  -10.    0.1]],0,1,0,0,0.09550000000000536,85.86332169111711
333,1,[[-3.  11.   0.1]],[[  1.  -11.    0.1]],0,1,0,0,0.09550000000000536,121.64916868337187
334,3,[[ 0.  11.   0.1]],[[  2.  -11.    0.1]],0,1,0,0,0.09550000000000536,130.25677377903315
335,0,[[-1.  11.   0.1]],[[  0.  -10.    0.1]],0,1,0,0,0.09550000000000536,136.7829882765555
336,1,[[ 3.  11.   0.1]],[[ -2.  -10.    0.1]],0,0,0,1,0.09550000000000536,-16.022737450171853
337,2,[[-4.  11.   0.1]],[[  1.  -10.    0.1]],1,0,0,0,0.09550000000000536,26.930567472158643
338,1,[[ 1.  11.   0.1]],[[  2.  -10.    0.1]],1,0,0,0,0.09550000000000536,-111.54603101573537
339,3,[[ 2.  11.   0.1]],[[ -1.  -11.    0.1]],1,0,0,0,0.09550000000000536,15.384626849179373
340,0,[[ 3.  11.   0.1]],[[  2.  -10.    0.1]],0,1,0,0,0.09550000000000536,100.37810704734844
341,2,[[ 4.  11.   0.1]],[[ -1.  -11.    0.1]],0,1,0,0,0.09550000000000536,92.08049922929752
342,1,[[ 4.  11.   0.1]],[[  1.  -10.    0.1]],0,1,0,0,0.09550000000000536,123.33580933961792
343,3,[[-2.  11.   0.1]],[[  2.  -11.    0.1]],0,1,0,0,0.09550000000000536,135.46155469603707
344,0,[[-3.  11.   0.1]],[[  1.  -11.    0.1]],0,1,0,0,0.09550000000000536,132.3678240357049
345,2,[[ 0.  11.   0.1]],[[ -1.  -11.    0.1]],0,1,0,0,0.09550000000000536,99.70953316242935
346,1,[[-4.  11.   0.1]],[[ -2.  -11.    0.1]],0,1,0,0,0.09550000000000536,139.4533013960944
347,3,[[ 4.  11.   0.1]],[[ -2.  -10.    0.1]],0,1,0,0,0.09550000000000536,135.6230382913057
348,0,[[ 0.  11.   0.1]],[[ -2.  -11.    0.1]],0,1,0,0,0.09550000000000536,111.14818455453897
349,3,[[-3.  11.   0.1]],[[  1.  -11.    0.1]],1,0,0,0,0.09550000000000536,-48.36342304778722
350,1,[[ 0.  11.   0.1]],[[  1.  -10.    0.1]],1,0,0,0,0.09550000000000536,-6.692947777112888
351,2,[[ 0.  11.   0.1]],[[ -1.  -11.    0.1]],0,1,0,0,0.09550000000000536,112.4805655841901
352,0,[[ 4.  11.   0.1]],[[  2.  -10.    0.1]],0,1,0,0,0.09550000000000536,80.10986396252812
353,3,[[ 2.  11.   0.1]],[[ -2.  -11.    0.1]],0,1,0,0,0.09550000000000536,137.1313107512437
354,1,[[ 1.  11.   0.1]],[[ -1.  -11.    0.1]],0,1,0,0,0.09550000000000536,44.80217879423683
355,2,[[-3.  11.   0.1]],[[ -2.  -10.    0.1]],0,1,0,0,0.09550000000000536,122.73016914055043
356,0,[[ 2.  11.   0.1]],[[ -2.  -10.    0.1]],0,1,0,0,0.09550000000000536,108.5846671413259
357,3,[[ 1.  11.   0.1]],[[  1.  -10.    0.1]],0,1,0,0,0.09550000000000536,127.14166710081997
358,1,[[ 0.  11.   0.1]],[[ -1.  -11.    0.1]],0,1,0,0,0.09550000000000536,131.57652196636414
359,2,[[-3.  11.   0.1]],[[  1.  -11.    0.1]],0,1,0,0,0.09550000000000536,123.40413559112707
360,0,[[ 2.  11.   0.1]],[[ -2.  -10.    0.1]],0,1,0,0,0.09550000000000536,122.42322533955158
361,3,[[ 2.  11.   0.1]],[[ -2.  -10.    0.1]],0,1,0,0,0.09550000000000536,130.73705834812029
362,2,[[ 1.  11.   0.1]],[[ -1.  -11.    0.1]],1,0,0,0,0.09550000000000536,17.08555031050271
363,3,[[-4.  11.   0.1]],[[  2.  -11.    0.1]],1,0,0,0,0.09550000000000536,-39.45193498398472
364,1,[[-1.  11.   0.1]],[[  1.  -11.    0.1]],0,1,0,0,0.09550000000000536,76.01690160703927
365,0,[[ 0.  11.   0.1]],[[ -2.  -10.    0.1]],0,1,0,0,0.09550000000000536,120.27159559588817
366,2,[[-4.  11.   0.1]],[[  0.  -11.    0.1]],0,1,0,0,0.09550000000000536,142.4139660320146
367,3,[[ 1.  11.   0.1]],[[  1.  -10.    0.1]],0,1,0,0,0.09550000000000536,117.46027370010361
368,1,[[ 1.  11.   0.1]],[[  1.  -10.    0.1]],0,1,0,0,0.09550000000000536,135.4226181893421
369,0,[[ 4.  11.   0.1]],[[  0.  -11.    0.1]],0,1,0,0,0.09550000000000536,140.31829681292555
370,1,[[-2.  11.   0.1]],[[  0.  -10.    0.1]],0,1,0,0,0.09550000000000536,116.48361035053568
371,2,[[ 2.  11.   0.1]],[[  2.  -11.    0.1]],0,1,0,0,0.09550000000000536,106.99477275534423
372,3,[[-1.  11.   0.1]],[[  2.  -11.    0.1]],0,1,0,0,0.09550000000000536,117.79031886734549
373,3,[[ 4.  11.   0.1]],[[  2.  -10.    0.1]],0,0,0,1,0.09550000000000536,-20.885791955353564
374,0,[[ 2.  11.   0.1]],[[  1.  -10.    0.1]],0,1,0,0,0.09550000000000536,115.86380644048809
375,1,[[-1.  11.   0.1]],[[  1.  -11.    0.1]],0,1,0,0,0.09550000000000536,116.57225785613824
376,2,[[-3.  11.   0.1]],[[ -2.  -10.    0.1]],0,1,0,0,0.09550000000000536,117.80574811645626
377,3,[[ 2.  11.   0.1]],[[  1.  -10.    0.1]],0,1,0,0,0.09550000000000536,117.22671116526509
378,0,[[-4.  11.   0.1]],[[ -2.  -11.    0.1]],0,1,0,0,0.09550000000000536,109.72392533198317
379,1,[[ 4.  11.   0.1]],[[ -2.  -10.    0.1]],0,1,0,0,0.09550000000000536,113.67642301847786
380,2,[[ 1.  11.   0.1]],[[ -1.  -11.    0.1]],0,1,0,0,0.09550000000000536,116.32071366163925
381,3,[[ 4.  11.   0.1]],[[ -2.  -11.    0.1]],0,1,0,0,0.09550000000000536,145.84150376002444
382,0,[[ 0.  11.   0.1]],[[  1.  -11.    0.1]],0,1,0,0,0.09550000000000536,143.0905352579201
383,1,[[-3.  11.   0.1]],[[  1.  -11.    0.1]],0,1,0,0,0.09550000000000536,126.66182390573297
384,2,[[ 1.  11.   0.1]],[[ -2.  -10.    0.1]],0,1,0,0,0.09550000000000536,115.05725561951817
385,3,[[-3.  11.   0.1]],[[  2.  -11.    0.1]],0,1,0,0,0.09550000000000536,87.57284052798154
386,1,[[ 0.  11.   0.1]],[[ -2.  -11.    0.1]],1,0,0,0,0.09550000000000536,-0.5851994461437222
387,0,[[ 2.  11.   0.1]],[[  0.  -11.    0.1]],0,1,0,0,0.09550000000000536,129.58650206931424
388,2,[[-4.  11.   0.1]],[[  0.  -11.    0.1]],0,1,0,0,0.09550000000000536,127.96677210487522
389,3,[[-4.  11.   0.1]],[[ -2.  -10.    0.1]],0,1,0,0,0.09550000000000536,130.35886357842915
390,1,[[-2.  11.   0.1]],[[  1.  -10.    0.1]],0,1,0,0,0.09550000000000536,77.10240144427945
391,0,[[-3.  11.   0.1]],[[  1.  -11.    0.1]],0,1,0,0,0.09550000000000536,121.67694529870488
392,2,[[ 1.  11.   0.1]],[[ -1.  -11.    0.1]],0,1,0,0,0.09550000000000536,123.34771536628418
393,3,[[ 0.  11.   0.1]],[[  2.  -10.    0.1]],0,1,0,0,0.09550000000000536,131.4832470728221
394,3,[[ 2.  11.   0.1]],[[  1.  -11.    0.1]],0,0,0,1,0.09550000000000536,0.7928466077849983
395,0,[[-4.  11.   0.1]],[[  2.  -10.    0.1]],0,1,0,0,0.09550000000000536,136.18148756236337
396,1,[[ 4.  11.   0.1]],[[ -2.  -10.    0.1]],0,1,0,0,0.09550000000000536,125.07190389691766
397,2,[[ 3.  11.   0.1]],[[  1.  -10.    0.1]],0,1,0,0,0.09550000000000536,124.8570310684066
398,3,[[ 4.  11.   0.1]],[[  0.  -10.    0.1]],0,0,0,1,0.09550000000000536,-3.8141002553656307
399,0,[[ 4.  11.   0.1]],[[  2.  -10.    0.1]],0,1,0,0,0.09550000000000536,124.68029642106222
400,1,[[ 4.  11.   0.1]],[[  2.  -10.    0.1]],0,1,0,0,0.09550000000000536,101.0464812146177
